Width,Height,Color,Text
20,20,l0r0, 1.47% - 3.80%
20,20,l0r1, 3.80% - 6.13%
20,20,l0r2, 6.13% - 8.46%
20,20,l0r3, 8.46% - 10.79%
20,20,l0r4, 10.79% - 13.12%
20,20,l0r5, 13.12% - 15.45%
20,20,l0r6, 15.45% - 17.78%
