Width,Height,Color,Text
20,20,l0r0, 0.8% - 2.9%
20,20,l0r1, 2.9% - 5.0%
20,20,l0r2, 5.0% - 7.1%
20,20,l0r3, 7.1% - 9.2%
20,20,l0r4, 9.2% - 11.2%
20,20,l0r5, 11.2% - 13.3%
20,20,l0r6, 13.3% - 15.4%
