Width,Height,Color,Text
20,20,l0r0, 1.7% - 2.6%
20,20,l0r1, 2.6% - 3.5%
20,20,l0r2, 3.5% - 4.4%
20,20,l0r3, 4.4% - 5.3%
20,20,l0r4, 5.3% - 6.2%
20,20,l0r5, 6.2% - 7.1%
20,20,l0r6, 7.1% - 8.1%
