Width,Height,Color,Text
20,20,l0r0, 75.9% - 78.9%
20,20,l0r1, 78.9% - 82.0%
20,20,l0r2, 82.0% - 85.0%
20,20,l0r3, 85.0% - 88.1%
20,20,l0r4, 88.1% - 91.1%
20,20,l0r5, 91.1% - 94.2%
20,20,l0r6, 94.2% - 97.2%
