Width,Height,Color,Text
20,20,l0r0, 0.45% - 0.80%
20,20,l0r1, 0.80% - 1.15%
20,20,l0r2, 1.15% - 1.50%
20,20,l0r3, 1.50% - 1.85%
20,20,l0r4, 1.85% - 2.20%
20,20,l0r5, 2.20% - 2.55%
20,20,l0r6, 2.55% - 2.90%
