Width,Height,Color,Text
20,20,l0r0, 72.2% - 75.7%
20,20,l0r1, 75.7% - 79.2%
20,20,l0r2, 79.2% - 82.7%
20,20,l0r3, 82.7% - 86.2%
20,20,l0r4, 86.2% - 89.7%
20,20,l0r5, 89.7% - 93.2%
20,20,l0r6, 93.2% - 96.7%
